Image Name,Image Location,Status
image_2.jpg,D:\ANTEYE INTERNSHIP\HELMET DETECTION\Safety-Helmet-Detection-yoloV8\to_detect\image_2.jpg,No Helmet
image_6.jpg,D:\ANTEYE INTERNSHIP\HELMET DETECTION\Safety-Helmet-Detection-yoloV8\to_detect\image_6.jpg,No Helmet
image_7.jpg,D:\ANTEYE INTERNSHIP\HELMET DETECTION\Safety-Helmet-Detection-yoloV8\to_detect\image_7.jpg,No Helmet
image_8.jpg,D:\ANTEYE INTERNSHIP\HELMET DETECTION\Safety-Helmet-Detection-yoloV8\to_detect\image_8.jpg,No Helmet
